,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
SD_R,-0.10541866,-0.46803359,0.039584224,-0.156780086,0.035873802,-0.119039179,-0.04673002,-0.210361272,-0.165194889,0.838883942,1,0.951837838,-0.122096421,0.317414547,-0.13093123,0.019338566,-0.166495933,-0.103917474,0.213647772,-0.509823258,0.031744417,0.044965989,-0.399420568,0.051341255,-0.188360795,0.093742885,-0.000350495,-0.08303927,-0.236092383,-0.193622936,0.751526122,0.790525961,0.767616884,-0.123794297,0.275146272,-0.132184576,0.307556037,-0.076722133,-0.127684197,0.21220293,-0.370039422,-0.014997047,0.072134768,-0.437217083,0.071649523,-0.200596248,0.100054707,0.012142046,-0.105075522,-0.242388262,-0.2028408,0.712799404,0.732788153,0.715036245,-0.145496097,0.302950422,-0.112106845,0.347503619,-0.021640666,-0.159063893,0.189883266,-0.312162651,-0.064540395,0.134721719,-0.354387924,0.084558811,-0.263175196,0.085043267,0.076156453,-0.158853873,-0.302895412,-0.266958316,0.671075301,0.71208342,0.702368552,-0.129582944,0.35272886,-0.146020915,0.465070865,-0.038537236,-0.089882787,0.212912052,-0.189673505,-0.197721026,0.190815552,-0.292826291,0.12141443,-0.277511566,0.097751457,0.135287928,-0.166038871,-0.317762526,-0.285768637,0.632805578,0.685945571,0.681301983,-0.118178989,0.330964665,-0.172664282,0.497482979,-0.064088439,-0.053010605,0.235771965,-0.107141597,-0.189897825,0.178735154,-0.266721985,0.126738871,-0.282280126,0.090933681,0.130876633,-0.170261426,-0.320660685,-0.294878677,0.601083729,0.675622885,0.668533923,-0.113023177,0.319486417,-0.148531471,0.493057115,-0.061710432,-0.016968714,0.249255795,-0.090831311,-0.176046967,0.148466099,-0.247649772,0.097176785,-0.28887733,0.044901092,0.101646542,-0.182349096,-0.323973529,-0.301349013,0.606668302,0.652452241,0.644373304,-0.105900531,0.326986188,-0.139845193,0.473775862,-0.051761311,-0.010361784,0.253705846,-0.112064163,-0.194688807
SD_NIR,-0.076839075,-0.451750522,0.049394124,-0.184764331,0.046454925,-0.085363158,-0.038814924,-0.245684454,-0.211315373,0.854645273,0.951837838,1,-0.100997289,0.323728039,-0.141594052,0.035236671,-0.184105417,-0.091943888,0.266550983,-0.480998283,0.024860089,0.083333248,-0.385452456,0.083494597,-0.214312471,0.118312183,0.041672591,-0.075358062,-0.26863213,-0.236983516,0.753479052,0.771075997,0.792977329,-0.106878622,0.262075481,-0.154370984,0.339393481,-0.102239616,-0.109316664,0.26282321,-0.339207812,-0.005665896,0.106819035,-0.418357394,0.096662197,-0.227802232,0.118747678,0.051096971,-0.100588261,-0.27605095,-0.245971107,0.699339107,0.70469328,0.720219361,-0.125690663,0.292846989,-0.136268583,0.374026003,-0.053487812,-0.137883847,0.240873726,-0.27909781,-0.057623611,0.180752318,-0.340042929,0.119051842,-0.294421174,0.114194032,0.125995349,-0.165463154,-0.338501598,-0.309748984,0.648693301,0.686591214,0.699075676,-0.110032031,0.340913159,-0.177643173,0.496006226,-0.082413811,-0.048244671,0.256207404,-0.158321318,-0.18682866,0.227031942,-0.274547781,0.155106498,-0.307949995,0.124998454,0.177112264,-0.173839298,-0.352226636,-0.326507142,0.611110863,0.657747224,0.671891718,-0.097470685,0.324636565,-0.201709337,0.527454808,-0.104731164,-0.006424666,0.276840981,-0.076740094,-0.183942323,0.203441582,-0.250518504,0.141886121,-0.313230795,0.103287547,0.162085369,-0.180873242,-0.354565704,-0.335401225,0.596439621,0.664225,0.670994695,-0.093059748,0.323169276,-0.169557215,0.522930924,-0.093630542,0.021529886,0.288739137,-0.065332191,-0.182211265,0.176447474,-0.232718501,0.113332633,-0.319390097,0.060283933,0.136575273,-0.196557629,-0.356714112,-0.338995223,0.601514578,0.648662471,0.650463982,-0.084865048,0.321882448,-0.161959838,0.500732912,-0.085669631,0.028958479,0.287645055,-0.085761066,-0.191000555
LW,-0.092689942,0.089534974,0.020586485,0.03860787,-0.006981862,0.230105287,0.016816274,0.052020158,0.035780521,-0.076704909,-0.122096421,-0.100997289,1,-0.114008177,0.01955033,0.068860622,-0.570101566,0.59262795,-0.030211752,0.254015203,0.1472248,-0.022703018,0.081738342,0.149747491,0.041459755,0.138104296,0.202857127,0.033257981,0.048108553,0.033581933,-0.088068427,-0.094635169,-0.086307745,0.726394745,-0.066462832,-0.116054616,0.005619727,-0.484568893,0.416574549,-0.01945154,0.238555458,0.057335822,-0.037293021,0.109441433,0.095448245,0.044172012,0.123182015,0.143570724,0.038381795,0.048776331,0.036097505,-0.102412516,-0.125670842,-0.113350445,0.672743575,-0.074678863,-0.091255581,-0.016925107,-0.415630185,0.334987638,-0.001649838,0.171286095,0.084488904,-0.070195671,0.080622077,0.086802364,0.044885209,0.095224314,0.082725685,0.040246332,0.049149698,0.036652692,-0.100723346,-0.123702143,-0.110152955,0.597493574,-0.080644513,-0.076752903,-0.044051771,-0.375677966,0.302389012,0.000206803,0.091205081,0.069148257,-0.048507336,0.082275179,0.099217371,0.054219296,0.088087642,0.097016195,0.047206792,0.058969107,0.046350232,-0.098887907,-0.111010066,-0.098734637,0.486455202,-0.107637278,-0.099122143,-0.033935792,-0.348140261,0.277838872,-0.016639511,0.103200637,0.099698352,-0.062586585,0.053016821,0.089030472,0.052855875,0.063742788,0.072926537,0.04925322,0.056669758,0.043941122,-0.090733068,-0.092378577,-0.093726194,0.487407984,-0.107215641,-0.085209408,-0.042489622,-0.340483082,0.268514395,-0.012997105,0.0662211,0.103710298,-0.042139537,0.028827787,0.097195112,0.048276607,0.089476235,0.081005794,0.045263921,0.051387056,0.040780564,-0.0878906,-0.083949349,-0.087492659,0.468722746,-0.116207931,-0.094570313,-0.052268832,-0.329466758,0.262766923,-0.010420137,0.05197263,0.116164534
GLCM1,0.032017764,-0.33838234,0.152679869,-0.312805169,0.185155509,0.009259378,-0.050274084,-0.418851399,-0.36827464,0.501207121,0.317414547,0.323728039,-0.114008177,1,-0.245260475,0.397529931,-0.125789237,-0.050423058,0.519702255,-0.296291448,-0.786037547,0.062638734,-0.306691517,0.126138828,-0.317594599,0.152373182,0.024180973,-0.067350111,-0.415629634,-0.371461329,0.40733574,0.240361453,0.235513591,-0.115226938,0.704086659,-0.167671089,0.424968745,-0.047123158,-0.106028768,0.511794273,-0.263879538,-0.566016948,0.13903898,-0.320929316,0.150324128,-0.303971382,0.155241994,0.083858638,-0.063979203,-0.399775355,-0.356907993,0.365800431,0.203482809,0.200821638,-0.131636699,0.620048018,-0.173901531,0.474778224,-0.037392747,-0.092805053,0.498543027,-0.174975456,-0.505173515,0.192268229,-0.210461959,0.17019132,-0.302399643,0.135245062,0.152548044,-0.080717621,-0.391460391,-0.35028806,0.391197916,0.244849992,0.243345063,-0.092179229,0.566730523,-0.198657739,0.491676927,-0.054147305,-0.095342928,0.483384394,-0.03897845,-0.476359317,0.154281312,-0.179831535,0.164483244,-0.297614825,0.105066324,0.129117972,-0.080868489,-0.383098075,-0.345951351,0.413892256,0.27354906,0.272682734,-0.066116654,0.536238966,-0.155819618,0.48356244,-0.037159808,-0.118512729,0.489319947,-0.032702184,-0.460833018,0.156934283,-0.186366015,0.15595305,-0.301305298,0.101273791,0.138273722,-0.089408776,-0.381764746,-0.351941921,0.439768111,0.300206419,0.302156161,-0.0576048,0.513934817,-0.19069999,0.47996467,-0.052656796,-0.06239551,0.492524439,-0.034668245,-0.440474474,0.150377177,-0.163789195,0.138429098,-0.299712802,0.065729348,0.131064525,-0.097032643,-0.375775464,-0.348629519,0.440578046,0.306669154,0.303314512,-0.051388451,0.505529728,-0.183867901,0.47638343,-0.059663372,-0.03251777,0.49094201,-0.038787444,-0.440312347
Rect,-0.786705954,0.329963082,-0.885111199,0.170203657,-0.905455107,-0.78256067,0.016969238,0.22089039,0.216890225,-0.141584741,-0.13093123,-0.141594052,0.01955033,-0.245260475,1,-0.328027419,0.663037968,-0.174624651,-0.251772202,-0.139987966,0.004193838,-0.485418656,0.154967462,-0.437773803,0.162258697,-0.423896118,-0.458658994,0.00808752,0.213455527,0.211579272,-0.124157758,-0.093569716,-0.10010887,0.063595784,-0.324502902,0.495908224,-0.371734002,0.290521861,-0.068929772,-0.253156156,-0.149952603,0.244927432,-0.351047479,0.113640879,-0.279041977,0.152973945,-0.293215359,-0.3352349,0.004706454,0.204184872,0.200594407,-0.101030886,-0.06915011,-0.081343184,0.055036581,-0.312539635,0.312591634,-0.356473317,0.176470227,-0.056891563,-0.24990371,-0.12962547,0.258523131,-0.283649211,0.073921733,-0.218464911,0.142077716,-0.168160567,-0.26044476,0.002654088,0.189555421,0.189541898,-0.135606465,-0.09649087,-0.113744993,0.066982684,-0.291180562,0.247879829,-0.329801354,0.110915622,-0.000394062,-0.246690084,-0.08325402,0.254491094,-0.232413542,0.028443978,-0.189299961,0.135465011,-0.109757843,-0.219863529,-0.00181997,0.182283895,0.182505377,-0.139691308,-0.106601076,-0.121398572,0.052106015,-0.289128065,0.192358334,-0.298899681,0.085446528,0.012010774,-0.251658922,-0.091636171,0.25957136,-0.231673178,0.001861281,-0.184807171,0.140985369,-0.091715301,-0.228528994,0.014325325,0.183143881,0.183406453,-0.154256405,-0.14718021,-0.151991978,0.0456074,-0.270978863,0.196926307,-0.28385942,0.109270651,-0.012152235,-0.238742086,-0.113869843,0.238416976,-0.211987942,0.021028678,-0.187622009,0.162480201,-0.066878266,-0.211188777,0.043842477,0.200910792,0.199354188,-0.208400686,-0.183045595,-0.18826991,0.037223254,-0.28935693,0.17985754,-0.284744717,0.122808958,-0.05328429,-0.242785629,-0.082820502,0.266317858
GLCM2,0.383710773,0.078319877,0.382276306,-0.176727671,0.362159344,0.381395655,-0.003935102,-0.230536769,-0.235996512,0.100546795,0.019338566,0.035236671,0.068860622,0.397529931,-0.328027419,1,-0.102732986,0.062881333,0.329350734,0.303259032,-0.486851919,0.193542547,-0.051313158,0.201908395,-0.153607242,0.20047257,0.182796504,0.021518691,-0.209077908,-0.218421045,-0.008629444,-0.170448776,-0.160185618,0.015965341,0.177674596,-0.195086712,0.428319547,-0.068721905,-0.017897468,0.337509568,0.072585768,-0.212347045,0.162752603,-0.090223172,0.165095469,-0.129736072,0.165287905,0.144957871,0.043727642,-0.18851426,-0.195908955,-0.045196727,-0.174755979,-0.168321523,0.01033851,0.164996193,-0.181134923,0.353791274,-0.065997779,-0.003506392,0.337627219,0.015636776,-0.189326264,0.113200435,-0.092938896,0.136303092,-0.107959471,0.092753918,0.087463119,0.053987685,-0.163435332,-0.172683226,-0.022940574,-0.138037755,-0.132438014,-0.018049929,0.130995906,-0.123043327,0.268081428,-0.010008573,-0.080609686,0.327433574,0.003993259,-0.143116176,0.04748399,-0.061766634,0.113056621,-0.090547018,0.044898431,0.034830093,0.062397345,-0.14465186,-0.15086363,-0.021108836,-0.116659034,-0.108757346,-0.032589559,0.113239366,-0.067449916,0.219243256,0.017778588,-0.103682865,0.311425884,-0.004465586,-0.116649184,0.084985301,-0.053289419,0.118741496,-0.093289278,0.050881727,0.070366552,0.046091425,-0.141915077,-0.146952138,0.011942063,-0.098089563,-0.094147055,-0.037554337,0.11955788,-0.102201409,0.217790938,0.000291161,-0.090749643,0.296806099,0.022979698,-0.124476532,0.080749612,-0.045796147,0.086971709,-0.094027719,0.035393527,0.067684177,0.039497962,-0.14058351,-0.144486398,0.036988304,-0.065880476,-0.062823388,-0.022648922,0.122577361,-0.094960332,0.20510244,-0.010763481,-0.053864665,0.294289108,0.015247276,-0.127661438
Dens,-0.412595293,0.338942612,-0.615181255,0.117496138,-0.597287527,-0.631165174,0.008376803,0.149508128,0.1557908,-0.191904,-0.166495933,-0.184105417,-0.570101566,-0.125789237,0.663037968,-0.102732986,1,-0.683113491,-0.188678592,-0.100295062,-0.158634609,-0.345605659,0.158032951,-0.469091537,0.122499284,-0.446335906,-0.458815587,0.007415932,0.156866381,0.163095789,-0.19021497,-0.187272155,-0.197702552,-0.294699529,-0.253831287,0.490854737,-0.272361524,0.637263898,-0.408911598,-0.191781293,-0.186646133,0.127625976,-0.264255689,0.08357704,-0.353994844,0.123188672,-0.366764384,-0.35066805,0.011500244,0.158061602,0.161456057,-0.168573926,-0.153070508,-0.17343716,-0.258626641,-0.253262217,0.366414424,-0.286528142,0.48041336,-0.297799953,-0.196199714,-0.172519282,0.149775389,-0.224931213,0.015764157,-0.316146461,0.130218074,-0.268802685,-0.297370153,0.02367067,0.161646207,0.167815251,-0.184173677,-0.161690242,-0.184356003,-0.227346398,-0.246567877,0.336982745,-0.290719071,0.421504484,-0.250839961,-0.198565803,-0.144210423,0.179753549,-0.220776364,-0.032944172,-0.292149758,0.130507481,-0.220993142,-0.297100672,0.025874167,0.16065137,0.167686358,-0.177101471,-0.1672058,-0.184520242,-0.196312489,-0.236618341,0.313366664,-0.288074302,0.390449485,-0.230275225,-0.19683683,-0.179131378,0.175635895,-0.19502787,-0.038806857,-0.271346526,0.138576603,-0.186968787,-0.269556928,0.038105954,0.166282609,0.17423084,-0.179355165,-0.199169669,-0.204469507,-0.193916151,-0.224320634,0.287308677,-0.271409612,0.378495775,-0.231420793,-0.193761711,-0.162752078,0.161434063,-0.191038488,0.004778739,-0.275347406,0.159021787,-0.184564178,-0.253456092,0.064224112,0.184416905,0.189992186,-0.208235821,-0.215145134,-0.218335327,-0.181538564,-0.230192545,0.27904179,-0.261379318,0.365120191,-0.23898797,-0.199621716,-0.114524732,0.169534617
Assym,0.067399984,0.01980854,0.197868732,0.035508177,0.150699353,0.293394052,0.038122859,0.044336765,0.016654405,-0.084158948,-0.103917474,-0.091943888,0.59262795,-0.050423058,-0.174624651,0.062881333,-0.683113491,1,0.002237507,0.251653161,0.074903246,0.12446303,0.027116303,0.30296421,0.041428586,0.265000763,0.259144254,0.0527766,0.045429206,0.019278505,-0.088545695,-0.10366439,-0.096182807,0.296432458,-0.003884531,-0.263191507,0.009730253,-0.543380068,0.568741431,0.00388131,0.256493554,0.004999154,0.09387414,0.077939553,0.252638236,0.044308365,0.234454114,0.199460343,0.053423503,0.047515822,0.024594969,-0.12533715,-0.131394056,-0.112697996,0.260992987,-0.045110679,-0.222262651,-0.037260985,-0.43482985,0.382598303,0.003347652,0.212824525,0.063737895,0.076295738,0.144045139,0.237512455,0.034322265,0.201629351,0.175787488,0.045877794,0.038184449,0.014165868,-0.110824559,-0.121151364,-0.1041179,0.240343007,-0.02725476,-0.218751575,-0.025911905,-0.407015368,0.341875058,0.010554487,0.197195861,0.031651993,0.075084384,0.163849282,0.215901235,0.046097984,0.165232866,0.171710922,0.052351444,0.050631145,0.028342648,-0.110064637,-0.108949875,-0.101050576,0.202180098,-0.047227545,-0.199678343,-0.02098008,-0.362258455,0.2819008,-0.007896931,0.202968137,0.042438244,0.049787977,0.159583539,0.18753959,0.040658484,0.132391812,0.13612846,0.052225985,0.044005078,0.021133986,-0.093574194,-0.09435215,-0.094869087,0.187394458,-0.034694541,-0.173892058,-0.02844615,-0.32063237,0.23718671,0.000212673,0.175043432,0.032212915,0.065999252,0.094009429,0.185665175,0.028854457,0.153503673,0.139024539,0.038086498,0.032240503,0.013463042,-0.096096742,-0.092293443,-0.091961086,0.174982713,-0.040246752,-0.177349638,-0.043275551,-0.308015993,0.244264062,0.002140084,0.128910088,0.04909847
NDVI,0.155674472,-0.286304119,0.159180951,-0.273122956,0.18167353,0.151916504,0.270421131,-0.479898172,-0.478198301,0.403471531,0.213647772,0.266550983,-0.030211752,0.519702255,-0.251772202,0.329350734,-0.188678592,0.002237507,1,-0.195980611,-0.353867608,0.186616783,-0.208571225,0.143590792,-0.280629476,0.142880117,0.138433324,0.246185714,-0.478132892,-0.478629504,0.355356067,0.138011166,0.151159849,-0.07954198,0.524182057,-0.177301955,0.456244873,-0.037152338,-0.12622209,0.986500159,-0.128459702,-0.463589252,0.263456754,-0.176302388,0.193313909,-0.270553048,0.188216743,0.195891226,0.240894734,-0.465087203,-0.46445383,0.343235652,0.132446235,0.148413771,-0.095961889,0.519503837,-0.201303858,0.540814259,-0.02483293,-0.133168572,0.972740941,-0.02381381,-0.492488985,0.312636988,-0.117133742,0.230509687,-0.266868537,0.171716151,0.251558023,0.218140847,-0.450720179,-0.451932166,0.386424207,0.185780457,0.19039817,-0.078572409,0.488510938,-0.23889182,0.562204663,-0.050425455,-0.146419555,0.960819508,0.04078105,-0.479146573,0.22150117,-0.088346853,0.207149014,-0.27047484,0.121978886,0.175973488,0.197227552,-0.445830912,-0.445554747,0.3416234,0.169157748,0.173329371,-0.062328691,0.43988128,-0.18692781,0.485995972,-0.039728856,-0.127517063,0.943627691,0.016406525,-0.436243075,0.217986549,-0.074872851,0.171836877,-0.286334276,0.091804925,0.184038536,0.145378052,-0.446987942,-0.442341112,0.360264642,0.183713583,0.183636738,-0.05349771,0.423324831,-0.180565472,0.468726522,-0.045334437,-0.076968552,0.907132433,0.03195516,-0.422513157,0.214474213,-0.059163184,0.154462412,-0.299546973,0.068579486,0.179394808,0.113022765,-0.451475643,-0.445656254,0.375223749,0.212298749,0.213986666,-0.047150297,0.413004073,-0.202008959,0.466626723,-0.070770057,-0.033614273,0.895439029,0.02525864,-0.405018155
BordLngth,0.471300279,0.730739842,0.29775558,0.215180304,0.279134551,0.538374726,0.11177172,0.262280204,0.212574593,-0.510134041,-0.509823258,-0.480998283,0.254015203,-0.296291448,-0.139987966,0.303259032,-0.100295062,0.251653161,-0.195980611,1,-0.032277283,0.118463731,0.48149911,0.120093181,0.23831734,0.069102347,0.179739867,0.137796042,0.281186312,0.234804196,-0.554466777,-0.57853575,-0.553696066,0.118781827,-0.351117812,-0.02975642,-0.207447152,-0.087873944,0.191551518,-0.19734462,0.539121418,0.140075838,0.038815073,0.499198039,0.038575907,0.253375926,0.032827066,0.111932061,0.158574146,0.292060012,0.248311047,-0.576662377,-0.590364642,-0.571662508,0.139739148,-0.379550042,-0.007409573,-0.308128886,-0.111098938,0.189697958,-0.186714799,0.410363445,0.205539481,-0.047216247,0.366668181,0.001670681,0.279831993,-0.01671423,0.003886486,0.187229165,0.315917319,0.274261405,-0.569303599,-0.59702825,-0.581946204,0.079905594,-0.385134903,0.04653591,-0.389967104,-0.055995983,0.124691403,-0.19294141,0.225666295,0.241955066,-0.080963875,0.31717726,-0.019529741,0.296812877,-0.03635613,-0.028989673,0.200815123,0.332547597,0.293269686,-0.552992429,-0.583835777,-0.573312069,0.038883228,-0.376893142,0.060732997,-0.420059435,-0.033529376,0.09309638,-0.217715386,0.180224354,0.22635316,-0.094355968,0.256780206,-0.013871297,0.302141287,-0.03577647,-0.040358043,0.200058147,0.338404944,0.305488592,-0.536351408,-0.568853005,-0.565588396,0.042462469,-0.391375184,0.036577594,-0.447600825,-0.063984266,0.095773045,-0.239937726,0.131912456,0.252820039,-0.096087948,0.236885872,-0.023497353,0.296271717,-0.02000027,-0.037914559,0.195666117,0.331862227,0.302177671,-0.534567366,-0.56202247,-0.557334971,0.050715085,-0.399659864,0.03436536,-0.466617926,-0.08207627,0.121944307,-0.246241602,0.125296366,0.264920828
GLCM3,0.018624089,-0.045716534,-0.005387443,0.159560977,-0.015381015,0.066590457,-0.011814515,0.23709182,0.196202018,-0.181822362,0.031744417,0.024860089,0.1472248,-0.786037547,0.004193838,-0.486851919,-0.158634609,0.074903246,-0.353867608,-0.032277283,1,0.083201931,0.032141958,0.02613151,0.146263515,0.00890872,0.113865688,-0.012831133,0.216801496,0.182679851,-0.045679492,0.133540845,0.136933516,0.12118711,-0.45144127,-0.027136991,-0.211587568,-0.106041622,0.078600834,-0.342945225,0.114677045,0.517053385,-0.015450698,0.043363825,-0.028825194,0.115727149,-0.028343769,0.024024825,-0.035296847,0.186284842,0.152487695,0.018279349,0.160552867,0.17247988,0.120316578,-0.344583416,0.017334447,-0.211076975,-0.047397476,0.033462933,-0.330257494,0.047131789,0.384700665,-0.062406442,0.022525598,-0.067926015,0.088594155,-0.041978966,-0.03445942,-0.043354512,0.15380705,0.120211739,-0.013899816,0.108775606,0.119178783,0.097508097,-0.268822876,0.056690362,-0.170931199,-0.025380552,0.070935679,-0.303288221,-0.022541716,0.283714124,-0.006494402,0.034338999,-0.068274207,0.070220397,-0.031741655,0.00731662,-0.055924851,0.132537037,0.102125527,-0.036573523,0.081049641,0.088074324,0.075749711,-0.231626396,0.019040125,-0.134576928,-0.043331979,0.109996789,-0.295808645,0.013436435,0.247406319,-0.017886945,0.042823873,-0.075468722,0.070202504,-0.04178045,-0.00640511,-0.05650456,0.129727418,0.105049665,-0.085277022,0.053915646,0.055462152,0.073294423,-0.228697381,0.073453732,-0.138462787,-0.025891236,0.076987796,-0.299478567,0.01440751,0.241919936,-0.01107061,0.026211696,-0.039088989,0.060575831,-0.010192926,-0.002837638,-0.060177839,0.117211876,0.094316515,-0.069227809,0.051222143,0.056984352,0.062175843,-0.208654443,0.071976309,-0.127975401,-0.011264859,0.037288092,-0.290885794,0.013142317,0.223838035
BrdIndx_40,0.502163203,-0.202563164,0.472242118,-0.061981326,0.488114777,0.493185751,0.064272477,-0.103487768,-0.116768747,0.034938558,0.044965989,0.083333248,-0.022703018,0.062638734,-0.485418656,0.193542547,-0.345605659,0.12446303,0.186616783,0.118463731,0.083201931,1,-0.015491771,0.81506967,-0.065662202,0.792832655,0.924171499,0.060010141,-0.104912968,-0.121392754,0.078967973,0.07893691,0.095342995,-0.085605223,0.120612068,-0.802511184,0.492821811,-0.461267626,0.061322966,0.18308202,0.58092671,-0.063804249,0.772673907,0.056025536,0.580975061,-0.061026127,0.578598874,0.722189988,0.060778956,-0.099956065,-0.115598982,0.026737076,0.02745141,0.044381341,-0.070707724,0.103460182,-0.55567588,0.397038427,-0.307696287,0.023746743,0.18643377,0.470851067,-0.080323107,0.559062167,0.055038174,0.450469907,-0.056066646,0.37556455,0.520419595,0.062660868,-0.092690722,-0.111781604,0.030665198,0.02151363,0.037663713,-0.071958845,0.137349474,-0.389281677,0.327212229,-0.219703493,0.012404065,0.193632116,0.29367495,-0.138677824,0.474505569,0.112780025,0.363883679,-0.062745377,0.272846494,0.436630658,0.053957737,-0.097482925,-0.116690937,0.040934388,0.053143964,0.064337841,-0.069161174,0.178966992,-0.314246189,0.307559432,-0.179245408,0.016336281,0.190291138,0.293660361,-0.185480364,0.449202456,0.154526316,0.329502023,-0.072834973,0.245267497,0.416963855,0.033969026,-0.104915207,-0.11921966,0.043895803,0.084579416,0.084471765,-0.073477578,0.161866306,-0.289843589,0.270205777,-0.173455451,0.013292314,0.176355791,0.308192655,-0.168489174,0.411491899,0.11259367,0.30076386,-0.084321377,0.194281754,0.378677136,0.018459258,-0.116124143,-0.125747983,0.068057771,0.104839485,0.104848404,-0.066861132,0.166143044,-0.280318706,0.256034239,-0.179138084,0.040016009,0.178396936,0.237696733,-0.175389307
Area_40,0.068111219,0.488598096,-0.056886282,0.261102633,-0.066662698,0.078808384,0.149616437,0.297247039,0.26768727,-0.37876082,-0.399420568,-0.385452456,0.081738342,-0.306691517,0.154967462,-0.051313158,0.158032951,0.027116303,-0.208571225,0.48149911,0.032141958,-0.015491771,1,-0.006460861,0.276132628,-0.061694031,0.039127393,0.166376812,0.309966761,0.282832176,-0.380405961,-0.398039977,-0.38811253,0.115476022,-0.26031182,0.135077229,-0.182970415,0.038894641,0.070986067,-0.212046529,0.593202528,0.066177332,-0.052209322,0.796368483,-0.041382479,0.285223696,-0.063620506,0.006408711,0.178165935,0.317552721,0.291589694,-0.429017231,-0.432159335,-0.425535049,0.118734289,-0.362149115,0.118439011,-0.316742303,-0.002314853,0.083615656,-0.210247655,0.38762153,0.197519303,-0.087993738,0.52717942,-0.037277379,0.301499569,-0.02258204,-0.04146728,0.199396342,0.331273021,0.307102137,-0.436196083,-0.452830301,-0.446751321,0.0805449,-0.365154566,0.121297329,-0.370548764,0.012359593,0.044971548,-0.21198154,0.213757711,0.230617349,-0.110058858,0.441357113,-0.059508781,0.312005137,-0.024062721,-0.071400665,0.207153237,0.341991769,0.319651323,-0.446558859,-0.467147217,-0.466871185,0.051349281,-0.388633347,0.135006424,-0.407984696,0.028124437,0.037764938,-0.231820952,0.160772371,0.252343548,-0.136801517,0.359887917,-0.082605183,0.316523374,-0.033056428,-0.0988584,0.210558094,0.34593209,0.328229638,-0.447529218,-0.469181154,-0.471696732,0.051185191,-0.398530564,0.135381427,-0.433175207,0.025535778,0.021015932,-0.247359072,0.10516019,0.261042749,-0.131986021,0.313377642,-0.075628855,0.315990736,-0.021635322,-0.085126687,0.21478745,0.343856653,0.327778566,-0.453730297,-0.468987679,-0.470562972,0.064095142,-0.417461579,0.118650437,-0.440802076,0.000839558,0.02708142,-0.250259307,0.106560526,0.281164175
